name,display_name,display_name_long,code,city,country,code,region
"Aeropuerto Son Sant Joan","Aeropuerto Son Sant Joan (PMI)","Palma de Mallorca, España, Aeropuerto Son Sant Joan (PMI)","PMI","Palma de Mallorca","España","PMI",""
"Brig. Lysias Rodrigues","Brig. Lysias Rodrigues (PMW)","Palmas, Brasil, Brig. Lysias Rodrigues (PMW)","PMW","Palmas","Brasil","PMW","Tocantins"
"Pamplona ","Pamplona  (PNA)","Pamplona, Espanha, Pamplona  (PNA)","PNA","Pamplona","Espanha","PNA",""
"Northwest Florida Beaches Intl","Northwest Florida Beaches Intl (ECP)","Panamá, Estados Unidos, Northwest Florida Beaches Intl (ECP)","ECP","Panamá","Estados Unidos","ECP",""
"Panama City Tocumen","Panama City Tocumen (PTY)","Panamá, Panamá, Panama City Tocumen (PTY)","PTY","Panamá","Panamá","PTY",""
"Aeropuerto Pantelleria","Aeropuerto Pantelleria (PNL)","Pantelleria, Italia, Aeropuerto Pantelleria (PNL)","PNL","Pantelleria","Italia","PNL",""
"Faa'a","Faa'a (PPT)","Papeete, Tahití, Faa'a (PPT)","PPT","Papeete","Tahití","PPT",""
"Johan Adolf Pengel","Johan Adolf Pengel (PBM)","Paramaribo, Surinam, Johan Adolf Pengel (PBM)","PBM","Paramaribo","Surinam","PBM",""
"General Justo José de Urquiza","General Justo José de Urquiza (PRA)","Paraná, Argentina, General Justo José de Urquiza (PRA)","PRA","Paraná","Argentina","PRA",""
"Parintins","Parintins (PIN)","Parintins, Brasil, Parintins (PIN)","PIN","Parintins","Brasil","PIN","Amazonas"
"Orly","Orly (ORY)","París, Francia, Orly (ORY)","ORY","París","Francia","ORY",""
"Paris-Charles De Gaulle","Paris-Charles De Gaulle (CDG)","París, Francia, Paris-Charles De Gaulle (CDG)","CDG","París","Francia","CDG",""
"Todos los Aeropuertos","Todos los Aeropuertos (PAR)","París, Francia, Todos los Aeropuertos (PAR)","PAR","París","Francia","PAR",""
"Parnaiba Aeroporto","Parnaiba Aeroporto (PHB)","Parnaiba, Brasil, Parnaiba Aeroporto (PHB)","PHB","Parnaiba","Brasil","PHB","Piaui"
"Tri-Cities","Tri-Cities (PSC)","Pasco, Estados Unidos, Tri-Cities (PSC)","PSC","Pasco","Estados Unidos","PSC",""
"Passo fundo","Passo fundo (PFB)","Passo fundo, Brasil, Passo fundo (PFB)","PFB","Passo fundo","Brasil","PFB","Rio Grande do Sul"
"Pau Pyrénées","Pau Pyrénées (PUF)","Pau, Francia, Pau Pyrénées (PUF)","PUF","Pau","Francia","PUF",""
"Paulo Afonso","Paulo Afonso (PAV)","Paulo Afonso, Brasil, Paulo Afonso (PAV)","PAV","Paulo Afonso","Brasil","PAV","Bahia"
"Beijing Capital","Beijing Capital (PEK)","Pekín, China, Beijing Capital (PEK)","PEK","Pekín","China","PEK",""
"Todos los Aeropuertos","Todos los Aeropuertos (BJS)","Pekín, China, Todos los Aeropuertos (BJS)","BJS","Pekín","China","BJS",""
"Pellston Regional","Pellston Regional (PLN)","Pellston, Estados Unidos, Pellston Regional (PLN)","PLN","Pellston","Estados Unidos","PLN",""
"Pelotas","Pelotas (PET)","Pelotas, Brasil, Pelotas (PET)","PET","Pelotas","Brasil","PET","Rio Grande del Sur"
"Pemba","Pemba (POL)","Pemba, Mozambique, Pemba (POL)","POL","Pemba","Mozambique","POL",""
"Pensacola Mucinipal","Pensacola Mucinipal (PNS)","Pensacola, Estados Unidos, Pensacola Mucinipal (PNS)","PNS","Pensacola","Estados Unidos","PNS",""
"Penticton Regional Airport","Penticton Regional Airport (YYF)","Penticton, Canadá, Penticton Regional Airport (YYF)","YYF","Penticton","Canadá","YYF",""
"Peoria Regional","Peoria Regional (PIA)","Peoria, Estados Unidos, Peoria Regional (PIA)","PIA","Peoria","Estados Unidos","PIA",""
"Matecaña","Matecaña (PEI)","Pereira, Colombia, Matecaña (PEI)","PEI","Pereira","Colombia","PEI",""
"Perpignan-Rivesaltes","Perpignan-Rivesaltes (PGF)","Perpiñán, Francia, Perpignan-Rivesaltes (PGF)","PGF","Perpiñán","Francia","PGF",""
"Perth","Perth (PER)","Perth, Australia, Perth (PER)","PER","Perth","Australia","PER",""
"Abruzzo","Abruzzo (PSR)","Pescara, Italia, Abruzzo (PSR)","PSR","Pescara","Italia","PSR",""
"Bacha Khan","Bacha Khan (PEW)","Peshawar, Pakistán, Bacha Khan (PEW)","PEW","Peshawar","Pakistán","PEW",""
"Sen. Nilo Coelho","Sen. Nilo Coelho (PNZ)","Petrolina, Brasil, Sen. Nilo Coelho (PNZ)","PNZ","Petrolina","Brasil","PNZ","Pernambuco"
"Phalaborwa","Phalaborwa (PHW)","Phalaborwa, Sudáfrica, Phalaborwa (PHW)","PHW","Phalaborwa","Sudáfrica","PHW",""
"Phnom Penh","Phnom Penh (PNH)","Phnom Penh, Camboya, Phnom Penh (PNH)","PNH","Phnom Penh","Camboya","PNH",""
"Phoenix Sky Harbor","Phoenix Sky Harbor (PHX)","Phoenix, Estados Unidos, Phoenix Sky Harbor (PHX)","PHX","Phoenix","Estados Unidos","PHX",""
"Phuket","Phuket (HKT)","Phuket, Tailandia, Phuket (HKT)","HKT","Phuket","Tailandia","HKT",""
"Pico","Pico (PIX)","Pico, Portugal, Pico (PIX)","PIX","Pico","Portugal","PIX",""
"Pierre Regional","Pierre Regional (PIR)","Pierre, Estados Unidos, Pierre Regional (PIR)","PIR","Pierre","Estados Unidos","PIR",""
"Pietermaritzburg","Pietermaritzburg (PZB)","Pietermaritzburg, Sudáfrica, Pietermaritzburg (PZB)","PZB","Pietermaritzburg","Sudáfrica","PZB",""
"Galileo Galilei","Galileo Galilei (PSA)","Pisa, Italia, Galileo Galilei (PSA)","PSA","Pisa","Italia","PSA",""
"Pittsburgh","Pittsburgh (PIT)","Pittsburgh, Estados Unidos, Pittsburgh (PIT)","PIT","Pittsburgh","Estados Unidos","PIT",""
"Capitan Fap Guillermo Concha Iberico","Capitan Fap Guillermo Concha Iberico (PIU)","Piura, Peru, Capitan Fap Guillermo Concha Iberico (PIU)","PIU","Piura","Peru","PIU",""
"Pocatello Regional","Pocatello Regional (PIH)","Pocatello, Estados Unidos, Pocatello Regional (PIH)","PIH","Pocatello","Estados Unidos","PIH",""
"Aeropuerto Golubovci","Aeropuerto Golubovci (TGD)","Podgorica, Montenegro, Aeropuerto Golubovci (TGD)","TGD","Podgorica","Montenegro","TGD",""
"Aeropuerto Pohang","Aeropuerto Pohang (KPO)","Pohang, Corea del Sur, Aeropuerto Pohang (KPO)","KPO","Pohang","Corea del Sur","KPO",""
"Pointe Noire","Pointe Noire (PNR)","Point Noire, Congo, Pointe Noire (PNR)","PNR","Point Noire","Congo","PNR",""
"Pointe-à-Pitre","Pointe-à-Pitre (PTP)","Pointe-à-Pitre, Guadalupe, Pointe-à-Pitre (PTP)","PTP","Pointe-à-Pitre","Guadalupe","PTP",""
"Polokwane","Polokwane (PTG)","Polokwane, Sudáfrica, Polokwane (PTG)","PTG","Polokwane","Sudáfrica","PTG",""
"João Paulo II","João Paulo II (PDL)","Ponta Delgada, Portugal, João Paulo II (PDL)","PDL","Ponta Delgada","Portugal","PDL",""
"Ponta Grossa","Ponta Grossa (PGZ)","Ponta Grossa, Brasil, Ponta Grossa (PGZ)","PGZ","Ponta Grossa","Brasil","PGZ","Paraná"
"Del Caribe International Airport","Del Caribe International Airport (PMV)","Porlamar, Venezuela, Del Caribe International Airport (PMV)","PMV","Porlamar","Venezuela","PMV",""
"Port Elizabeth","Port Elizabeth (PLZ)","Port Elizabeth, Sudáfrica, Port Elizabeth (PLZ)","PLZ","Port Elizabeth","Sudáfrica","PLZ",""
"Port Harcourt","Port Harcourt (PHC)","Port Harcourt, Nigeria, Port Harcourt (PHC)","PHC","Port Harcourt","Nigeria","PHC",""
"Portland  Jetport","Portland  Jetport (PWM)","Portland, Estados Unidos, Portland  Jetport (PWM)","PWM","Portland","Estados Unidos","PWM",""
"Portland","Portland (PDX)","Portland, Estados Unidos, Portland (PDX)","PDX","Portland","Estados Unidos","PDX",""
"Salgado Filho","Salgado Filho (POA)","Porto Alegre, Brasil, Salgado Filho (POA)","POA","Porto Alegre","Brasil","POA","Río Grande del Sur"
"Porto Santo","Porto Santo (PXO)","Porto Santo, Portugal, Porto Santo (PXO)","PXO","Porto Santo","Portugal","PXO",""
"Porto Seguro","Porto Seguro (BPS)","Porto Seguro, Brasil, Porto Seguro (BPS)","BPS","Porto Seguro","Brasil","BPS","Bahía"
"Governador Jorge Teixeira de Oliveira","Governador Jorge Teixeira de Oliveira (PVH)","Porto Velho, Brasil, Governador Jorge Teixeira de Oliveira (PVH)","PVH","Porto Velho","Brasil","PVH","Rondonia"
"Francisco de Sá Carneiro","Francisco de Sá Carneiro (OPO)","Porto, Portugal, Francisco de Sá Carneiro (OPO)","OPO","Porto","Portugal","OPO",""
"Libertador General José de San Martín","Libertador General José de San Martín (PSS)","Posadas, Argentina, Libertador General José de San Martín (PSS)","PSS","Posadas","Argentina","PSS",""
"El Tajín National","El Tajín National (PAZ)","Poza Rica, México, El Tajín National (PAZ)","PAZ","Poza Rica","México","PAZ",""
"Ruzyne","Ruzyne (PRG)","Praga, República Checa, Ruzyne (PRG)","PRG","Praga","República Checa","PRG",""
"Praia","Praia (RAI)","Praia, Cabo Verde, Praia (RAI)","RAI","Praia","Cabo Verde","RAI",""
"Pres. Prudente","Pres. Prudente (PPB)","Presidente Prudente, Brasil, Pres. Prudente (PPB)","PPB","Presidente Prudente","Brasil","PPB","San Pablo"
"Prince George Airport","Prince George Airport (YXS)","Prince George, Canadá, Prince George Airport (YXS)","YXS","Prince George","Canadá","YXS",""
"Prince Rupert Airport","Prince Rupert Airport (YPR)","Prince Rupert, Canadá, Prince Rupert Airport (YPR)","YPR","Prince Rupert","Canadá","YPR",""
"Pristina","Pristina (PRN)","Pristina, Serbia, Pristina (PRN)","PRN","Pristina","Serbia","PRN",""
"T. F. Green","T. F. Green (PVD)","Providence, Estados Unidos, T. F. Green (PVD)","PVD","Providence","Estados Unidos","PVD",""
"Providenciales","Providenciales (PLS)","Providenciales, Islas Turcas y Caicos, Providenciales (PLS)","PLS","Providenciales","Islas Turcas y Caicos","PLS",""
"Cap Fap David Abenzur Rengifo Intl","Cap Fap David Abenzur Rengifo Intl (PCL)","Pucallpa, Peru, Cap Fap David Abenzur Rengifo Intl (PCL)","PCL","Pucallpa","Peru","PCL",""
"Aeropuerto Internacional de Puebla","Aeropuerto Internacional de Puebla (PBC)","Puebla, México, Aeropuerto Internacional de Puebla (PBC)","PBC","Puebla","México","PBC","Puebla"
"Piarco International Airport","Piarco International Airport (POS)","Puerto España, Trinidad y Tobago, Piarco International Airport (POS)","POS","Puerto España","Trinidad y Tobago","POS",""
"El Tehuelche","El Tehuelche (PMY)","Puerto Madryn, Argentina, El Tehuelche (PMY)","PMY","Puerto Madryn","Argentina","PMY",""
"Padre Aldamiz","Padre Aldamiz (PEM)","Puerto Maldonado, Peru, Padre Aldamiz (PEM)","PEM","Puerto Maldonado","Peru","PEM",""
"El Tepual Intl","El Tepual Intl (PMC)","Puerto Montt, Chile, El Tepual Intl (PMC)","PMC","Puerto Montt","Chile","PMC",""
"General Gregorio Luperón","General Gregorio Luperón (POP)","Puerto Plata, República Dominicana, General Gregorio Luperón (POP)","POP","Puerto Plata","República Dominicana","POP",""
"Port-au-Prince Toussaint Louverture","Port-au-Prince Toussaint Louverture (PAP)","Puerto Príncipe, Haiti, Port-au-Prince Toussaint Louverture (PAP)","PAP","Puerto Príncipe","Haiti","PAP",""
"Lic. Gustavo Díaz Ordaz","Lic. Gustavo Díaz Ordaz (PVR)","Puerto Vallarta, México, Lic. Gustavo Díaz Ordaz (PVR)","PVR","Puerto Vallarta","México","PVR",""
"Lohegaon","Lohegaon (PNQ)","PUNE, India, Lohegaon (PNQ)","PNQ","PUNE","India","PNQ",""
"Carlos Ibanez Del Campo Intl","Carlos Ibanez Del Campo Intl (PUQ)","Punta Arenas, Chile, Carlos Ibanez Del Campo Intl (PUQ)","PUQ","Punta Arenas","Chile","PUQ",""
"Punta Cana","Punta Cana (PUJ)","Punta Cana, República Dominicana, Punta Cana (PUJ)","PUJ","Punta Cana","República Dominicana","PUJ",""
"Capitan Corbeta CA Curbelo","Capitan Corbeta CA Curbelo (PDP)","Punta Del Este, Uruguay, Capitan Corbeta CA Curbelo (PDP)","PDP","Punta Del Este","Uruguay","PDP",""
"Qingdao Liuting","Qingdao Liuting (TAO)","Qingdáo, China, Qingdao Liuting (TAO)","TAO","Qingdáo","China","TAO",""
"Quebec","Quebec (YQB)","Quebec, Canadá, Quebec (YQB)","YQB","Quebec","Canadá","YQB",""
"Querétaro","Querétaro (QRO)","Querétaro, México, Querétaro (QRO)","QRO","Querétaro","México","QRO",""
"Quimper","Quimper (UIP)","Quimper, Francia, Quimper (UIP)","UIP","Quimper","Francia","UIP",""
"Quito","Quito (UIO)","Quito, Equador, Quito (UIO)","UIO","Quito","Equador","UIO","Quito"
"Sale","Sale (RBA)","Rabat, Marruecos, Sale (RBA)","RBA","Rabat","Marruecos","RBA",""
"Raleigh-Durham","Raleigh-Durham (RDU)","Raleigh / Durham, Estados Unidos, Raleigh-Durham (RDU)","RDU","Raleigh / Durham","Estados Unidos","RDU",""
"Rapid City Regional","Rapid City Regional (RAP)","Rapid City, Estados Unidos, Rapid City Regional (RAP)","RAP","Rapid City","Estados Unidos","RAP",""
"Ras Al Khaimah","Ras Al Khaimah (RKT)","Ras Al Khaimah, Emiratos Árabes Unidos, Ras Al Khaimah (RKT)","RKT","Ras Al Khaimah","Emiratos Árabes Unidos","RKT",""
"Gilberto Freyre  (Guararapes)","Gilberto Freyre  (Guararapes) (REC)","Recife, Brasil, Gilberto Freyre  (Guararapes) (REC)","REC","Recife","Brasil","REC","Pernambuco"
"Red Deer Airport","Red Deer Airport (YQF)","Red Deer, Canadá, Red Deer Airport (YQF)","YQF","Red Deer","Canadá","YQF",""
"Roberts Field","Roberts Field (RDM)","Redmond, Estados Unidos, Roberts Field (RDM)","RDM","Redmond","Estados Unidos","RDM",""
"Dello Stretto Tito Minniti","Dello Stretto Tito Minniti (REG)","Reggio Calabria, Italia, Dello Stretto Tito Minniti (REG)","REG","Reggio Calabria","Italia","REG",""
"Regina","Regina (YQR)","Regina, Canadá, Regina (YQR)","YQR","Regina","Canadá","YQR",""
"Rennes St. Jacques","Rennes St. Jacques (RNS)","Rennes, Francia, Rennes St. Jacques (RNS)","RNS","Rennes","Francia","RNS",""
"Reno-Tahoe","Reno-Tahoe (RNO)","Reno, Estados Unidos, Reno-Tahoe (RNO)","RNO","Reno","Estados Unidos","RNO",""
"Port Louis Sir Seewoosagur Ramgoolam","Port Louis Sir Seewoosagur Ramgoolam (MRU)","República de Mauricio, República de Mauricio, Port Louis Sir Seewoosagur Ramgoolam (MRU)","MRU","República de Mauricio","República de Mauricio","MRU",""
"Resistencia Aeroclub","Resistencia Aeroclub (RES)","Resistencia, Argentina, Resistencia Aeroclub (RES)","RES","Resistencia","Argentina","RES",""
"Aeropuerto Reykjavik","Aeropuerto Reykjavik (RKV)","Reyikjavick, Islandia, Aeropuerto Reykjavik (RKV)","RKV","Reyikjavick","Islandia","RKV",""
"Keflavík","Keflavík (KEF)","Reykjavík, Islândia, Keflavík (KEF)","KEF","Reykjavík","Islândia","KEF","Reykjavík"
"General Lucio Blanco","General Lucio Blanco (REX)","Reynosa, México, General Lucio Blanco (REX)","REX","Reynosa","México","REX",""
"Rhinelander-Oneida County","Rhinelander-Oneida County (RHI)","Rhinelander, Estados Unidos, Rhinelander-Oneida County (RHI)","RHI","Rhinelander","Estados Unidos","RHI",""
"Aeropuerto Diagoras","Aeropuerto Diagoras (RHO)","Rhodes, Grecia, Aeropuerto Diagoras (RHO)","RHO","Rhodes","Grecia","RHO",""
"King Khaled","King Khaled (RUH)","Riade, Arabia Saudita, King Khaled (RUH)","RUH","Riade","Arabia Saudita","RUH",""
"Dr. Leito Lopes","Dr. Leito Lopes (RAO)","Ribeirao Preto, Brasil, Dr. Leito Lopes (RAO)","RAO","Ribeirao Preto","Brasil","RAO","San Pablo"
"Richards Bay","Richards Bay (RCB)","Richards Bay, Sudáfrica, Richards Bay (RCB)","RCB","Richards Bay","Sudáfrica","RCB",""
"Richmond","Richmond (RIC)","Richmond, Estados Unidos, Richmond (RIC)","RIC","Richmond","Estados Unidos","RIC",""
"Riga Intl","Riga Intl (RIX)","Riga, Letonia, Riga Intl (RIX)","RIX","Riga","Letonia","RIX",""
"Plácido de Castro","Plácido de Castro (RBR)","Rio Branco, Brasil, Plácido de Castro (RBR)","RBR","Rio Branco","Brasil","RBR","Acre"
"Cabo Frio","Cabo Frio (CFB)","Rio de Janeiro, Brasil, Cabo Frio (CFB)","CFB","Rio de Janeiro","Brasil","CFB","Rio de Janeiro"
"Galeão/Antonio Carlos Jobim","Galeão/Antonio Carlos Jobim (GIG)","Rio de Janeiro, Brasil, Galeão/Antonio Carlos Jobim (GIG)","GIG","Rio de Janeiro","Brasil","GIG","Rio de Janeiro"
"Santos Dumont","Santos Dumont (SDU)","Rio de Janeiro, Brasil, Santos Dumont (SDU)","SDU","Rio de Janeiro","Brasil","SDU","Rio de Janeiro"
"Todos los Aeropuertos","Todos los Aeropuertos (RIO)","Rio de Janeiro, Brasil, Todos los Aeropuertos (RIO)","RIO","Rio de Janeiro","Brasil","RIO","Rio de Janeiro"
"Piloto Civil Norberto Fernández","Piloto Civil Norberto Fernández (RGL)","Río Gallegos, Argentina, Piloto Civil Norberto Fernández (RGL)","RGL","Río Gallegos","Argentina","RGL",""
"Hermes Quijada","Hermes Quijada (RGA)","Río Grande, Argentina, Hermes Quijada (RGA)","RGA","Río Grande","Argentina","RGA",""
"Río Hondo","Río Hondo (RHD)","Río Hondo, Argentina, Río Hondo (RHD)","RHD","Río Hondo","Argentina","RHD","Santiago del Estero"
"Rio Verde","Rio Verde (RVD)","Rio Verde, Brasil, Rio Verde (RVD)","RVD","Rio Verde","Brasil","RVD","San Pablo"
"Roanoke Regional","Roanoke Regional (ROA)","Roanoke, Estados Unidos, Roanoke Regional (ROA)","ROA","Roanoke","Estados Unidos","ROA",""
"Juan Manuel Gálvez","Juan Manuel Gálvez (RTB)","Roatán, Honduras, Juan Manuel Gálvez (RTB)","RTB","Roatán","Honduras","RTB",""
"Greater Rochester","Greater Rochester (ROC)","Rochester, Estados Unidos, Greater Rochester (ROC)","ROC","Rochester","Estados Unidos","ROC",""
"Rochester Municipal","Rochester Municipal (RST)","Rochester, Estados Unidos, Rochester Municipal (RST)","RST","Rochester","Estados Unidos","RST",""
"Rock Springs-Sweetwater County","Rock Springs-Sweetwater County (RKS)","Rock Springs, Estados Unidos, Rock Springs-Sweetwater County (RKS)","RKS","Rock Springs","Estados Unidos","RKS",""
"Rodez Marcillac","Rodez Marcillac (RDZ)","Rodez, Francia, Rodez Marcillac (RDZ)","RDZ","Rodez","Francia","RDZ",""
"Leonardo da Vinci-Fiumicino","Leonardo da Vinci-Fiumicino (FCO)","Roma, Italia, Leonardo da Vinci-Fiumicino (FCO)","FCO","Roma","Italia","FCO",""
"Todos los Aeropuertos","Todos los Aeropuertos (ROM)","Roma, Italia, Todos los Aeropuertos (ROM)","ROM","Roma","Italia","ROM",""
"Islas Malvinas","Islas Malvinas (ROS)","Rosario, Argentina, Islas Malvinas (ROS)","ROS","Rosario","Argentina","ROS",""
"RotterdamThe Hague","RotterdamThe Hague (RTM)","Rotterdam, Holanda, RotterdamThe Hague (RTM)","RTM","Rotterdam","Holanda","RTM",""
"Noranda Airport","Noranda Airport (YUY)","Rouyn, Canadá, Noranda Airport (YUY)","YUY","Rouyn","Canadá","YUY",""
"Sacramento","Sacramento (SMF)","Sacramento, Estados Unidos, Sacramento (SMF)","SMF","Sacramento","Estados Unidos","SMF",""
"Saginaw","Saginaw (MBS)","Saginaw, Estados Unidos, Saginaw (MBS)","MBS","Saginaw","Estados Unidos","MBS",""
"Roland Garros","Roland Garros (RUN)","Saint Denis, Reunión, Roland Garros (RUN)","RUN","Saint Denis","Reunión","RUN",""
"Saint John Airport","Saint John Airport (YSJ)","Saint John, Canadá, Saint John Airport (YSJ)","YSJ","Saint John","Canadá","YSJ",""
"Saipan","Saipan (SPN)","Saipán, Islas Marianas, Saipan (SPN)","SPN","Saipán","Islas Marianas","SPN",""
"Amílcar Cabral","Amílcar Cabral (SID)","Sal, Cabo Verde, Amílcar Cabral (SID)","SID","Sal","Cabo Verde","SID",""
"Salalah","Salalah (SLL)","Salalah, Omán, Salalah (SLL)","SLL","Salalah","Omán","SLL",""
"Matacan","Matacan (SLM)","Salamanca, Espanha, Matacan (SLM)","SLM","Salamanca","Espanha","SLM",""
"Salerno Costa d´Amalfi","Salerno Costa d´Amalfi (QSR)","Salerno, Italia, Salerno Costa d´Amalfi (QSR)","QSR","Salerno","Italia","QSR",""
"Thessaloniki","Thessaloniki (SKG)","Salónica, Grecia, Thessaloniki (SKG)","SKG","Salónica","Grecia","SKG",""
"Salt Lake City","Salt Lake City (SLC)","Salt Lake City, Estados Unidos, Salt Lake City (SLC)","SLC","Salt Lake City","Estados Unidos","SLC",""
"Martín Miguel de Güemes","Martín Miguel de Güemes (SLA)","Salta, Argentina, Martín Miguel de Güemes (SLA)","SLA","Salta","Argentina","SLA",""
"Aeropuerto Saltillo","Aeropuerto Saltillo (SLW)","Saltillo, México, Aeropuerto Saltillo (SLW)","SLW","Saltillo","México","SLW",""
"Dep. Luís Eduardo Magalhães","Dep. Luís Eduardo Magalhães (SSA)","Salvador, Brasil, Dep. Luís Eduardo Magalhães (SSA)","SSA","Salvador","Brasil","SSA","Bahía"
"Samaná El Catey International Airport","Samaná El Catey International Airport (AZS)","Samaná, República Dominicana, Samaná El Catey International Airport (AZS)","AZS","Samaná","República Dominicana","AZS",""
"Gustavo Rojas Pinilla","Gustavo Rojas Pinilla (ADZ)","San Andrés, Colombia, Gustavo Rojas Pinilla (ADZ)","ADZ","San Andrés","Colombia","ADZ",""
"San Antonio","San Antonio (SAT)","San Antonio, Estados Unidos, San Antonio (SAT)","SAT","San Antonio","Estados Unidos","SAT",""
"Robert L. Bradshaw  Airpor","Robert L. Bradshaw  Airpor (SKB)","San Cristobal, Islas de Barlovento, Robert L. Bradshaw  Airpor (SKB)","SKB","San Cristobal","Islas de Barlovento","SKB",""
"San Diego","San Diego (SAN)","San Diego, Estados Unidos, San Diego (SAN)","SAN","San Diego","Estados Unidos","SAN",""
"San Francisco","San Francisco (SFO)","San Francisco, Estados Unidos, San Francisco (SFO)","SFO","San Francisco","Estados Unidos","SFO",""
"Los Cabos","Los Cabos (SJD)","San José Cabo, México, Los Cabos (SJD)","SJD","San José Cabo","México","SJD",""
"Juan Santamaría","Juan Santamaría (SJO)","San José, Costa Rica, Juan Santamaría (SJO)","SJO","San José","Costa Rica","SJO",""
"San Jose","San Jose (SJC)","San José, Estados Unidos, San Jose (SJC)","SJC","San José","Estados Unidos","SJC",""
"San Juan Luis Munoz Marin","San Juan Luis Munoz Marin (UAQ)","San Juan, Argentina, San Juan Luis Munoz Marin (UAQ)","UAQ","San Juan","Argentina","UAQ",""
"San Juan Luis Munoz Marin","San Juan Luis Munoz Marin (SJU)","San Juan, Puerto Rico, San Juan Luis Munoz Marin (SJU)","SJU","San Juan","Puerto Rico","SJU",""
"Ponciano Arriaga","Ponciano Arriaga (SLP)","San Luis Potosí, México, Ponciano Arriaga (SLP)","SLP","San Luis Potosí","México","SLP",""
"Brigadier Mayor César Raúl Ojeda","Brigadier Mayor César Raúl Ojeda (LUQ)","San Luis, Argentina, Brigadier Mayor César Raúl Ojeda (LUQ)","LUQ","San Luis","Argentina","LUQ",""
"Aviador Carlos Campos","Aviador Carlos Campos (CPC)","San Martin de los Andes, Argentina, Aviador Carlos Campos (CPC)","CPC","San Martin de los Andes","Argentina","CPC",""
"Congonhas","Congonhas (CGH)","San Pablo, Brasil, Congonhas (CGH)","CGH","San Pablo","Brasil","CGH","San Pablo"
"Guarulhos","Guarulhos (GRU)","San Pablo, Brasil, Guarulhos (GRU)","GRU","San Pablo","Brasil","GRU","San Pablo"
"Todos los Aeropuertos","Todos los Aeropuertos (SAO)","San Pablo, Brasil, Todos los Aeropuertos (SAO)","SAO","San Pablo","Brasil","SAO","San Pablo"
"Ramón Villeda Morales","Ramón Villeda Morales (SAP)","San Pedro Sula, Honduras, Ramón Villeda Morales (SAP)","SAP","San Pedro Sula","Honduras","SAP",""
"St Petersburg Pulkovo","St Petersburg Pulkovo (LED)","San Petesburgo, Rusia, St Petersburg Pulkovo (LED)","LED","San Petesburgo","Rusia","LED",""
"San Rafael","San Rafael (AFA)","San Rafael, Argentina, San Rafael (AFA)","AFA","San Rafael","Argentina","AFA",""
"San Salvador Airport","San Salvador Airport (ZSA)","San Salvador, Bahamas, San Salvador Airport (ZSA)","ZSA","San Salvador","Bahamas","ZSA",""
"Monseñor Óscar Arnulfo Romero","Monseñor Óscar Arnulfo Romero (SAL)","San Salvador, El Salvador, Monseñor Óscar Arnulfo Romero (SAL)","SAL","San Salvador","El Salvador","SAL",""
"San Sebastian","San Sebastian (EAS)","San Sebastián, Espanha, San Sebastian (EAS)","EAS","San Sebastián","Espanha","EAS",""
"El Rahaba","El Rahaba (SAH)","Saná, Yemen, El Rahaba (SAH)","SAH","Saná","Yemen","SAH",""
"Sandspit Airport","Sandspit Airport (YZP)","Sandspit, Canadá, Sandspit Airport (YZP)","YZP","Sandspit","Canadá","YZP",""
"Santa Ana John Wayne","Santa Ana John Wayne (SNA)","Santa Ana, Estados Unidos, Santa Ana John Wayne (SNA)","SNA","Santa Ana","Estados Unidos","SNA",""
"Santa Clara","Santa Clara (SNU)","Santa Clara, Cuba, Santa Clara (SNU)","SNU","Santa Clara","Cuba","SNU",""
"Lanzarote","Lanzarote (SPC)","Santa Cruz de La Palma, Espanha, Lanzarote (SPC)","SPC","Santa Cruz de La Palma","Espanha","SPC",""
"Viru Viru","Viru Viru (VVI)","Santa Cruz de La Sierra, Bolivia, Viru Viru (VVI)","VVI","Santa Cruz de La Sierra","Bolivia","VVI",""
"Santa Fé","Santa Fé (SFN)","Santa Fé, Argentina, Santa Fé (SFN)","SFN","Santa Fé","Argentina","SFN",""
"Aeroporto Santa Isabel do Rio Negro","Aeroporto Santa Isabel do Rio Negro (IRZ)","Santa Isabel do Rio Negro, Brasil, Aeroporto Santa Isabel do Rio Negro (IRZ)","IRZ","Santa Isabel do Rio Negro","Brasil","IRZ","Amazonas"
"St. Lucia Hewanorra","St. Lucia Hewanorra (SLU)","Santa Lucía, Santa Lucía, St. Lucia Hewanorra (SLU)","SLU","Santa Lucía","Santa Lucía","SLU",""
"Simon Bolivar","Simon Bolivar (SMR)","Santa Marta, Colombia, Simon Bolivar (SMR)","SMR","Santa Marta","Colombia","SMR","Madalena"
"Santa Rosa","Santa Rosa (RSA)","Santa Rosa, Argentina, Santa Rosa (RSA)","RSA","Santa Rosa","Argentina","RSA",""
"Santander","Santander (SDR)","Santander, Espanha, Santander (SDR)","SDR","Santander","Espanha","SDR",""
"Santarém-Maestro Wilson Fonseca","Santarém-Maestro Wilson Fonseca (STM)","Santarem, Brasil, Santarém-Maestro Wilson Fonseca (STM)","STM","Santarem","Brasil","STM","Pará"
"Vicecomodoro Ángel de la Paz Aragonés","Vicecomodoro Ángel de la Paz Aragonés (SDE)","Santiado del Estero, Argentina, Vicecomodoro Ángel de la Paz Aragonés (SDE)","SDE","Santiado del Estero","Argentina","SDE",""
"Santiago de Compostela","Santiago de Compostela (SCQ)","Santiago de Compostela, Espanha, Santiago de Compostela (SCQ)","SCQ","Santiago de Compostela","Espanha","SCQ",""
